Flaschen ID,y_hat
368,44.445202332663065
369,42.67902685318121
370,43.48917656438438
371,23.047612369127787
372,22.646128564252876
373,24.328313714193367
374,24.825065565479232
375,24.675336168369167
376,25.139804655973577
377,26.092334528310957
378,26.591648464415695
379,26.614575194632348
380,27.818879332949244
381,27.704845766147894
382,28.455972963454023
383,29.313984883104435
384,28.62469624198634
385,28.56993104680301
386,30.197925577284728
387,29.39428981128768
388,31.101007719564116
389,31.45135461116323
390,29.379182960843934
391,32.23092642212147
392,31.572860154646527
393,32.63273208210722
394,33.2280360551044
395,33.192407541892564
396,56.619418776604476
397,57.01947063174492
398,57.859033960289764
399,58.19079446477886
400,59.033352206878575
401,58.87202996706117
402,59.39684914846225
403,59.03721524290411
404,59.03374551900727
405,60.93370080069337
406,60.86714503288556
407,62.583211686197814
408,61.073814249338525
409,61.68561329175907
410,61.95216762790362
411,64.71213379410949
412,61.931331807145895
413,63.939149744617396
414,62.95253286612835
415,63.86757390634959
416,65.22948735783473
417,44.76882751828293
418,46.11216150167028
419,45.316715841748795
420,46.354107675094575
421,46.54633252451078
422,44.73401814622383
423,46.309290992030654
424,45.66711593926326
425,45.37086812877115
426,46.12352007074714
427,45.052292306295385
428,46.25030596918677
429,45.17074899497291
430,45.23697672808513
431,43.9474240269373
432,45.75683443670652
433,45.20562548961297
434,44.32559737267911
435,44.68797879672506
436,44.69754959086009
437,45.546315060875685
438,44.254121404699546
439,42.81186694853261
440,42.981942858405944
441,42.57093595588139
469,58.26754223133773
470,58.361108607820455
471,58.05458630622991
472,56.79913167145861
473,59.90947462883467
474,59.48684379314737
475,61.26278327311414
476,59.69765751319366
477,60.39435439557285
478,61.44839810258647
479,61.899176648873905
480,61.57619439015164
481,62.82504841455888
482,62.38722246700128
483,62.970647049739114
484,62.885452636708564
485,63.404951074054225
486,62.86190615415504
487,64.50670719010056
488,64.24081703983914
489,45.55603690837377
490,46.12391477273521
491,45.90552412435996
492,45.67014985007471
493,45.75412215097772
494,45.79039369997405
495,46.15268614504017
496,45.813410199167635
497,45.39152979543378
498,45.11840396584556
499,46.13691056527673
500,45.39631871568488
501,46.189598672503394
502,46.278778752944476
503,46.15264209468124
504,45.5692002861737
505,46.34258137583891
506,46.39203410104987
507,45.13156506278331
508,46.180664158200265
509,45.32276776363014
510,46.095042373062554
511,44.547954762899785
512,44.759506583519666
513,45.76180987454511
514,44.864770673207715
515,44.77721069257827
516,44.52351079473495
517,23.431716171448688
518,23.39188796938582
519,23.902437610776733
520,23.393837854090414
521,2.7828722064074505
522,21.82025484929105
523,22.114308048505418
524,21.08398068709161
525,23.452451115894377
526,24.06794101985392
527,23.31426018975683
528,23.379408647848994
529,24.05912405817998
530,24.766325046047328
531,25.598852005884524
532,25.466026646627967
533,27.217258509050193
534,26.849210958271183
535,27.83894671031255
536,27.76496078775861
537,29.05367705725405
538,28.461086476219123
539,28.43558960280107
540,30.290581881449512
541,29.68521927562791
542,29.941333802703774
543,31.431615393059438
544,30.655603889640997
545,31.034846490661057
546,31.569028470677218
547,32.62245404094416
548,33.016488543561636
549,34.08280140018905
550,32.804212719519086
551,57.071275642328104
552,56.996643523116575
553,57.33940175682093
554,57.70781247910111
555,58.184379553084824
556,59.313403411975315
557,59.33243831758131
558,60.55665676161975
559,60.75878505171373
560,60.465383040096754
561,60.669803072022816
562,61.08290252448781
563,62.485641511420866
564,62.71672808133269
565,62.399815468736875
566,62.82886689857543
567,63.28631727339625
568,64.40922647731855
569,63.880710539648845
570,63.75730450954886
571,65.09676770259071
572,45.19228721066952
573,46.93508806302007
574,46.7478533238294
575,46.17055991513941
576,44.62010835111411
577,44.916484994151716
578,46.60127302560549
579,45.195918448094545
580,46.37579767645386
581,45.89627765205634
582,44.331034731233466
583,44.411605141472265
584,45.40592355673143
585,45.330743791810576
586,45.43908128106716
587,46.26516466207627
588,44.581189874567
589,45.575965009926804
590,45.67934969157549
591,45.80359818935453
592,44.707741128555284
593,45.3347582443197
594,43.129547135688625
595,43.82443975989531
596,45.54781731391611
597,43.54100115838833
598,45.37187440732084
599,23.8410173715766
600,23.52062203246163
601,25.21673938198616
602,24.5000613736094
603,26.494180896481947
604,24.72967448853984
605,26.141535313064914
606,26.89903935568862
607,27.44843976253137
608,27.307564276141502
609,27.900718450246636
610,28.956585289221156
611,28.822282510639376
612,28.61517884345171
613,29.259920098154538
614,30.135778711030312
615,31.298253847798357
616,31.02540036556187
617,31.284095892474177
618,31.93083841628588
619,31.933882848347526
620,31.899084371843294
621,34.4620935867012
622,33.826139557081476
623,36.596410754295825
624,57.0520794139629
625,57.17082618806697
626,57.451582116781225
627,57.77204631781554
628,58.77939563743466
629,58.96980800827224
630,59.30322458300695
631,59.55570976968991
632,59.91161652300241
633,59.36942536322755
634,60.10528764683197
635,60.97416143830452
636,61.86178697759556
637,63.1070085044082
638,61.90599839968151
639,63.638176541718465
640,63.190073961333695
641,62.62410151973225
